Molecule ChEMBL ID,SMILES,Standard Type,Standard Relation,Standard Value,Standard Units,Mw,logP,HBd,HBa,Max_ring_size,ro5_ok,ro5_count,Cluster
CHEMBL3660741,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CN(C(=O)CO)C4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,452.1042073599999,1.6337000000000002,2,8,6,True,4,1
CHEMBL3660745,CC(O)C(=O)N1CC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)C1,IC50,'>',130000.0,nM,466.119857424,2.0221999999999998,2,8,6,True,4,1
CHEMBL3660734,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CNC4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,394.09872805599997,2.4024,2,6,6,True,4,1
CHEMBL3660743,CC(C)(O)C(=O)N1CC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)C1,IC50,'>',130000.0,nM,480.135507488,2.412300000000001,2,8,6,True,4,1
CHEMBL3660740,CN(C)CCC(=O)N1CC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)C1,IC50,'=',46947.0,nM,493.16714196399994,2.5931000000000006,1,8,6,True,4,1
CHEMBL3660738,COCCC(=O)N1CC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)C1,IC50,'>',130000.0,nM,480.135507488,2.677900000000001,1,8,6,True,4,1
CHEMBL3660744,CC1(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)COC1,IC50,'>',130000.0,nM,492.1355074879999,2.677900000000001,1,8,6,True,4,1
CHEMBL3660742,CC1(O)CC(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)C1,IC50,'>',130000.0,nM,506.151157552,2.8024000000000013,2,8,6,False,3,1
CHEMBL3660716,COCC#Cc1ccc2c(=O)c(-c3ccc(NS(C)(=O)=O)cc3)coc2c1,IC50,'>',130000.0,nM,383.08274364399995,2.8294000000000015,1,6,6,True,4,1
CHEMBL3660727,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#Cc4cc[nH]c(=O)c4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,432.07799261199995,2.919600000000001,2,7,6,True,4,1
CHEMBL3660714,CC(C)(O)C#Cc1ccc2c(=O)c(-c3ccc(NS(C)(=O)=O)cc3)coc2c1,IC50,'>',91000.0,nM,397.09839370799995,2.9539000000000017,2,6,6,True,4,1
CHEMBL3660746,CN1CCC(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)CC1,IC50,'>',130000.0,nM,519.1827920279999,2.983200000000002,1,8,6,False,3,1
CHEMBL3660721,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#Cc4cncnc4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,417.07832696,3.021300000000002,1,7,6,True,4,1
CHEMBL3660728,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CN(C(=O)C5CC5)C4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,462.12494280399994,3.051400000000002,1,7,6,True,4,1
CHEMBL3660729,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CCNCC4)ccc3c2=O)cc1,IC50,'>',109587.0,nM,422.13002818399997,3.1826000000000016,2,6,6,True,4,1
CHEMBL3660747,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CN(C(=O)C5CC5(F)F)C4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,498.10609917999994,3.2966000000000015,1,7,6,True,4,1
CHEMBL3660749,CC1(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)CC1,IC50,'>',130000.0,nM,476.14059286799994,3.4415000000000022,1,7,6,True,4,1
CHEMBL3660748,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CN(C(=O)C5CCC5)C4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,476.14059286799994,3.4415000000000022,1,7,6,True,4,1
CHEMBL3660724,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4(O)CCCC4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,423.114043772,3.488100000000002,2,6,6,True,4,1
CHEMBL3660712,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CC4)ccc3c2=O)cc1,IC50,'>',13000.0,nM,379.087829024,3.5930000000000026,1,5,6,True,4,1
CHEMBL3660736,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CCOCC4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,423.11404377199995,3.609600000000002,1,6,6,True,4,1
CHEMBL3660719,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#Cc4ccccn4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,416.08307799199997,3.6263000000000014,1,6,6,True,4,1
CHEMBL3660722,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#Cc4cccnc4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,416.08307799199997,3.6263000000000014,1,6,6,True,4,1
CHEMBL3660739,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CN(C(=O)C5CC(F)(F)C5)C4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,512.121749244,3.6867000000000028,1,7,6,False,3,1
CHEMBL3660730,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CCN(C(=O)C5CC5)CC4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,490.15624293199994,3.8316000000000034,1,7,6,True,4,1
CHEMBL3660726,CC(C)(C)OC(=O)N1CC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)C1,IC50,'>',130000.0,nM,494.151157552,4.049900000000003,1,8,6,True,4,1
CHEMBL3660735,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#CC4CN(C(=O)OC5CCCC5)C4)ccc3c2=O)cc1,IC50,'>',130000.0,nM,506.1511575519999,4.1940000000000035,1,8,6,False,3,1
CHEMBL3660713,CS(=O)(=O)Nc1ccc(-c2coc3cc(C#Cc4ccccc4)ccc3c2=O)cc1,IC50,'>',13000.0,nM,415.087829024,4.231300000000003,1,5,6,True,4,1
CHEMBL3660725,CC(C)(C)OC(=O)N1CCC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)CC1,IC50,'>',130000.0,nM,522.18245768,4.830100000000004,1,8,6,False,3,1
CHEMBL508324,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',5495.41,nM,310.125217576,4.659780000000003,1,4,6,True,4,2
CHEMBL1243400,C[C@@H]1CCCC/C1=N\Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',5500.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,2
CHEMBL1243401,C[C@H]1CCCC/C1=N\Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',7220.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,2
CHEMBL456150,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',7220.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,2
CHEMBL1243399,CC1CCCC/C1=N\Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',31030.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,2
CHEMBL498683,CC1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,IC50,'=',31030.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,2
CHEMBL1243371,C[C@H]1CCCC/C1=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,IC50,'=',42310.0,nM,330.11504681599996,4.6963000000000035,1,6,6,True,4,2
CHEMBL498694,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,IC50,'=',42310.0,nM,330.11504681599996,4.6963000000000035,1,6,6,True,4,2
CHEMBL1243026,C[C@@H]1CCCC/C1=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,IC50,'=',43651.58,nM,330.11504681599996,4.6963000000000035,1,6,6,True,4,2
CHEMBL453703,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,IC50,'=',43950.0,nM,330.11504681599996,4.6963000000000035,1,6,6,True,4,2
CHEMBL502371,CC1CCCC/C1=N/Nc1nc(-c2ccccc2)cs1,IC50,'=',41230.0,nM,285.129968608,4.788100000000004,1,3,6,True,4,2
CHEMBL375539,CC1CCCC/C1=N\Nc1nc(-c2ccccc2)cs1,IC50,'=',41230.0,nM,285.129968608,4.788100000000004,1,3,6,True,4,2
CHEMBL1213838,COc1cccc(-c2csc(N/N=C3\CCCCC3C)n2)c1,IC50,'=',737.4,nM,315.14053329200004,4.796700000000003,1,4,6,True,4,2
CHEMBL399353,COc1ccc(-c2csc(N/N=C3\CCCCC3C)n2)cc1,IC50,'=',2760.0,nM,315.14053329200004,4.796700000000003,1,4,6,True,4,2
CHEMBL457535,COc1ccc(-c2csc(N/N=C3/CCCCC3C)n2)cc1,IC50,'=',2760.0,nM,315.14053329200004,4.796700000000003,1,4,6,True,4,2
CHEMBL1242938,C[C@@H]1CCCC/C1=N\Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',3530.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,2
CHEMBL524447,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',3530.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,2
CHEMBL1242964,C[C@H]1CCCC/C1=N\Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',4940.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,2
CHEMBL497674,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',4940.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,2
CHEMBL1242937,CC1CCCC/C1=N\Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',43550.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,2
CHEMBL496280,CC1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,IC50,'=',43550.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,2
CHEMBL1242936,CC1CCCC/C1=N\Nc1nc(-c2ccc(Cl)cc2)cs1,IC50,'=',35220.0,nM,319.090996256,5.441500000000003,1,3,6,False,3,2
CHEMBL496279,CC1CCCC/C1=N/Nc1nc(-c2ccc(Cl)cc2)cs1,IC50,'=',35220.0,nM,319.090996256,5.441500000000003,1,3,6,False,3,2
CHEMBL3218146,CC1CCCC/C1=N\Nc1nc(-c2ccc3ccccc3c2)cs1,IC50,'=',2010.0,nM,335.14561867200007,5.941300000000004,1,3,6,False,3,2
CHEMBL399572,N#Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',644.0,nM,282.093917448,4.023680000000002,1,4,6,True,4,3
CHEMBL386941,c1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',7883.0,nM,257.09866848,4.152000000000002,1,3,6,True,4,3
CHEMBL247833,COc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',1047.13,nM,287.109233164,4.160600000000002,1,4,6,True,4,3
CHEMBL1253613,Fc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',4436.0,nM,275.089246668,4.291100000000003,1,3,6,True,4,3
CHEMBL1254851,N#Cc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',4786.3,nM,296.109567512,4.413780000000003,1,4,6,True,4,3
CHEMBL1254850,O=[N+]([O-])c1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',23988.33,nM,316.099396752,4.450300000000002,1,6,6,True,4,3
CHEMBL246809,Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',1995.26,nM,271.114318544,4.460420000000003,1,3,6,True,4,3
CHEMBL220495,c1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',48351.0,nM,271.114318544,4.542100000000002,1,3,6,True,4,3
CHEMBL1076880,COc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',7509.0,nM,301.12488322800004,4.550700000000003,1,4,6,True,4,3
CHEMBL1253699,Fc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',1737.8,nM,289.104896732,4.681200000000003,1,3,6,True,4,3
CHEMBL1254017,N#Cc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',4327.0,nM,310.125217576,4.803880000000003,1,4,7,True,4,3
CHEMBL246811,Clc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',7160.0,nM,291.059696128,4.805400000000002,1,3,6,True,4,3
CHEMBL1253926,O=[N+]([O-])c1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',17782.79,nM,330.115046816,4.8404000000000025,1,6,7,True,4,3
CHEMBL1253700,Cc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',23731.0,nM,285.129968608,4.850520000000003,1,3,6,True,4,3
CHEMBL248050,c1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',14791.08,nM,285.129968608,4.932200000000003,1,3,7,True,4,3
CHEMBL1253925,COc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',3890.45,nM,315.14053329200004,4.940800000000004,1,4,7,True,4,3
CHEMBL1253845,Fc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',10232.93,nM,303.120546796,5.0713000000000035,1,3,7,False,3,3
CHEMBL1255020,Cc1ccc(-c2csc(NN=C3CCC(C)CC3)n2)cc1,IC50,'=',8109.0,nM,299.145618672,5.0965200000000035,1,3,6,False,3,3
CHEMBL1253693,Clc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,IC50,'=',2884.03,nM,305.075346192,5.195500000000003,1,3,6,False,3,3
CHEMBL1253924,Cc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',9549.93,nM,299.145618672,5.240620000000003,1,3,7,False,3,3
CHEMBL1253764,Clc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',6165.95,nM,319.09099625600004,5.585600000000003,1,3,7,False,3,3
CHEMBL3818992,O=C(/C=C/c1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1,IC50,'=',3500.0,nM,380.209992756,3.5295000000000023,3,5,6,True,4,4
CHEMBL3819320,O=C(/C=C/c1ccc(O)cc1)NCCC1CCN(Cc2ccccc2)CC1,IC50,'=',57500.0,nM,364.215078136,3.8239000000000027,2,4,6,True,4,4
CHEMBL4279917,CC(C)(C)c1cc(/C=C/C(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',42500.0,nM,448.3089785199999,5.781200000000007,2,4,6,False,3,4
CHEMBL4291237,CC(C)(C)c1cc(/C=C/C(=O)NCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',48400.0,nM,462.3246285839999,6.0288000000000075,2,4,6,False,3,4
CHEMBL4278260,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(C#N)cc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',78200.0,nM,501.335527616,6.290580000000008,2,5,6,False,2,4
CHEMBL4292349,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)cc(C(C)(C)C)c1O,IC50,'=',70900.0,nM,521.3253568559999,6.327100000000008,2,7,6,False,2,4
CHEMBL4283390,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',62300.0,nM,476.3402786479999,6.418900000000008,2,4,6,False,3,4
CHEMBL4288282,COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,IC50,'=',72500.0,nM,506.35084333199995,6.427500000000008,2,5,6,False,2,4
CHEMBL4295126,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,IC50,'=',58400.0,nM,494.33085683599995,6.558000000000008,2,4,6,False,3,4
CHEMBL4284475,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',59600.0,nM,494.33085683599995,6.558000000000008,2,4,6,False,3,4
CHEMBL4292766,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O,IC50,'=',60200.0,nM,494.33085683599995,6.558000000000008,2,4,6,False,3,4
CHEMBL4281066,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)c(F)c3)CC2)cc(C(C)(C)C)c1O,IC50,'=',64500.0,nM,512.3214350239999,6.697100000000009,2,4,6,False,2,4
CHEMBL4291697,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,IC50,'=',70600.0,nM,512.3214350239999,6.697100000000009,2,4,6,False,2,4
CHEMBL4277644,Cc1ccccc1CN1CCC(CCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1,IC50,'=',69300.0,nM,490.3559287119999,6.727320000000009,2,4,6,False,3,4
CHEMBL4284895,Cc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,IC50,'=',70100.0,nM,490.3559287119999,6.727320000000009,2,4,6,False,3,4
CHEMBL4282558,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(Cl)c3)CC2)cc(C(C)(C)C)c1O,IC50,'=',65100.0,nM,510.30130629599995,7.072300000000009,2,4,6,False,2,4
CHEMBL4293155,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(C(C)(C)C)c1O,IC50,'=',72100.0,nM,510.30130629599995,7.072300000000009,2,4,6,False,2,4
CHEMBL4281727,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(Br)cc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',73200.0,nM,554.250790716,7.181400000000009,2,4,6,False,2,4
CHEMBL3629466,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccccc3oc2=O)cc1,IC50,'=',41700.0,nM,468.1572884879999,5.885300000000005,0,6,6,False,3,5
CHEMBL3629467,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cccc(OC)c3oc2=O)cc1,IC50,'>',60000.0,nM,498.16785317199987,5.893900000000006,0,7,6,False,3,5
CHEMBL3629468,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(OC)cc3oc2=O)cc1,IC50,'>',60000.0,nM,498.16785317199987,5.893900000000006,0,7,6,False,3,5
CHEMBL3629469,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(OC)ccc3oc2=O)cc1,IC50,'>',60000.0,nM,498.16785317199987,5.893900000000006,0,7,6,False,3,5
CHEMBL3629470,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3c(OC)cccc3oc2=O)cc1,IC50,'>',60000.0,nM,498.16785317199987,5.893900000000006,0,7,6,False,3,5
CHEMBL3629811,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3c(OC)cc(OC)cc3oc2=O)cc1,IC50,'=',21200.0,nM,528.1784178559999,5.902500000000006,0,8,6,False,2,5
CHEMBL3629814,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(N(C)C)cc3oc2=O)cc1,IC50,'=',60000.0,nM,511.19948764799994,5.951300000000007,0,7,6,False,2,5
CHEMBL3629474,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(F)ccc3oc2=O)cc1,IC50,'=',44270.0,nM,486.1478666759999,6.024400000000005,0,6,6,False,3,5
CHEMBL3629473,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(C)ccc3oc2=O)cc1,IC50,'=',30390.0,nM,482.1729385519999,6.193720000000006,0,6,6,False,3,5
CHEMBL3629472,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(C)cc3oc2=O)cc1,IC50,'=',58190.0,nM,482.1729385519999,6.193720000000006,0,6,6,False,3,5
CHEMBL3629471,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cccc(C)c3oc2=O)cc1,IC50,'>',60000.0,nM,482.1729385519999,6.193720000000006,0,6,6,False,3,5
CHEMBL3629810,CCOc1ccc2cc(C(=O)/C=C/c3c(/C=C/c4ccc(OC)cc4)cc(OC)cc3OC)c(=O)oc2c1,IC50,'=',7070.0,nM,512.1835032359999,6.284000000000007,0,7,6,False,2,5
CHEMBL3629805,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(Cl)ccc3oc2=O)cc1,IC50,'>',60000.0,nM,502.1183161359999,6.538700000000006,0,6,6,False,2,5
CHEMBL3629475,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(Cl)cc3oc2=O)cc1,IC50,'>',60000.0,nM,502.1183161359999,6.538700000000006,0,6,6,False,2,5
CHEMBL3629807,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(Br)cc3oc2=O)cc1,IC50,'=',3010.0,nM,546.0678005559998,6.6478000000000055,0,6,6,False,2,5
CHEMBL3629808,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(Br)ccc3oc2=O)cc1,IC50,'=',12110.0,nM,546.0678005559998,6.6478000000000055,0,6,6,False,2,5
CHEMBL3629806,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cccc(Br)c3oc2=O)cc1,IC50,'>',60000.0,nM,546.0678005559998,6.6478000000000055,0,6,6,False,2,5
CHEMBL3629812,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(Br)cc(OC)c3oc2=O)cc1,IC50,'>',60000.0,nM,576.0783652399999,6.656400000000006,0,7,6,False,2,5
CHEMBL3264955,CC1CC/C(=N\Nc2nc(-c3ccc(F)cc3)cs2)C1,IC50,'=',1890.0,nM,289.104896732,4.537100000000002,1,3,6,True,4,6
CHEMBL1243182,C[C@H]1CCC/C(=N/Nc2nc(-c3ccc(C#N)cc3)cs2)C1,IC50,'=',17140.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,6
CHEMBL1243180,CC1CCC/C(=N/Nc2nc(-c3ccc(C#N)cc3)cs2)C1,IC50,'=',20570.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,6
CHEMBL1243181,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccc(C#N)cc3)cs2)C1,IC50,'=',21900.0,nM,310.125217576,4.659780000000003,1,4,6,True,4,6
CHEMBL1241294,CC1CCC/C(=N/Nc2nc(-c3ccccc3)cs2)C1,IC50,'=',37840.0,nM,285.129968608,4.788100000000004,1,3,6,True,4,6
CHEMBL1241295,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccccc3)cs2)C1,IC50,'=',38610.0,nM,285.129968608,4.788100000000004,1,3,6,True,4,6
CHEMBL1243125,COc1ccc(-c2csc(N/N=C3/CCC[C@@H](C)C3)n2)cc1,IC50,'=',4260.0,nM,315.14053329200004,4.796700000000003,1,4,6,True,4,6
CHEMBL495714,COc1ccc(-c2csc(N/N=C3/CCCC(C)C3)n2)cc1,IC50,'=',5770.0,nM,315.14053329200004,4.796700000000003,1,4,6,True,4,6
CHEMBL1254934,CC1CCC(=NNc2nc(-c3ccc(F)cc3)cs2)CC1,IC50,'=',45457.0,nM,303.120546796,4.927200000000003,1,3,6,True,4,6
CHEMBL1243214,CC1CCC/C(=N/Nc2nc(-c3ccc(F)cc3)cs2)C1,IC50,'=',37520.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,6
CHEMBL1243245,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccc(F)cc3)cs2)C1,IC50,'=',40320.0,nM,303.120546796,4.927200000000004,1,3,6,True,4,6
CHEMBL1243089,C[C@H]1CCC/C(=N/Nc2nc(-c3ccc(F)cc3F)cs2)C1,IC50,'=',10090.0,nM,321.11112498400007,5.066300000000004,1,3,6,False,3,6
CHEMBL1243088,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccc(F)cc3F)cs2)C1,IC50,'=',38840.0,nM,321.11112498400007,5.066300000000004,1,3,6,False,3,6
CHEMBL1243059,CC1CCC/C(=N/Nc2nc(-c3ccc(F)cc3F)cs2)C1,IC50,'=',42660.0,nM,321.11112498400007,5.066300000000004,1,3,6,False,3,6
CHEMBL1243213,C[C@@H]1CCC/C(=N/Nc2nc(-c3ccc(Cl)cc3)cs2)C1,IC50,'=',22760.0,nM,319.090996256,5.441500000000003,1,3,6,False,3,6
CHEMBL1243212,CC1CCC/C(=N/Nc2nc(-c3ccc(Cl)cc3)cs2)C1,IC50,'=',23120.0,nM,319.090996256,5.441500000000003,1,3,6,False,3,6
CHEMBL4170002,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)NCN3CCOCC3)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',64800.0,nM,525.1616797239999,2.0739199999999998,2,10,6,False,3,7
CHEMBL4160919,Cc1c2c(nn1-c1ccc(/C=N/NC(N)=S)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',31200.0,nM,426.093265816,2.15332,3,8,6,True,4,7
CHEMBL4164511,CN1c2c(nn(-c3ccc(/C=N/NC(N)=S)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,IC50,'=',970.0,nM,488.1089158799999,3.5119000000000016,3,8,6,True,4,7
CHEMBL4162079,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)NCc3ccccc3)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',76200.0,nM,516.140216008,3.9844200000000027,2,8,6,False,3,7
CHEMBL4167833,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3ccccc3)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',3690.0,nM,502.124565944,4.306720000000003,2,8,6,False,3,7
CHEMBL4163558,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3cccc(F)c3)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',470.0,nM,520.115144132,4.445820000000003,2,8,6,False,3,7
CHEMBL4168112,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3ccccc3F)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',1420.0,nM,520.115144132,4.445820000000003,2,8,6,False,3,7
CHEMBL4171454,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3ccc(F)cc3)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',30200.0,nM,520.115144132,4.445820000000003,2,8,6,False,3,7
